artifact_version,ensemble_name,member_index,member,feature_space,feature_selection,n_genes,decision_threshold,feature_index,feature_type,feature_id,symbol,tissue_category,scaler_mean,scaler_scale,coef_msi,intercept_msi
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,112,sample_gene_z,CRB2,CRB2,,-0.9894215821540309,0.5963438577670885,-0.7552375545580825,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,113,sample_gene_z,FBXO6,FBXO6,,0.19180059261586993,0.3903720946511071,0.39493147337535073,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,114,sample_gene_z,KIF3B,KIF3B,,1.0522284344117332,0.15502673999835245,0.009186371476341777,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,115,sample_gene_z,SLC9A8,SLC9A8,,0.5432618713440911,0.17694703895991545,0.4961288047436052,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,116,sample_gene_z,VWA2,VWA2,,-0.07824788322999938,0.6385045563026162,-0.5834926699892213,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,117,sample_gene_z,GPR153,GPR153,,0.28804187996327607,0.3808046241696209,0.09299661431408356,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,118,sample_gene_z,ELAC2,ELAC2,,0.8980751272529156,0.21547807532734536,0.38682013928421055,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,119,sample_gene_z,ABLIM2,ABLIM2,,-0.11654296218864546,0.46186501214460857,0.1067450469260595,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,120,sample_gene_z,ABCC6,ABCC6,,-0.38662108382776394,0.46208794293313893,-0.5167890893517321,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,121,sample_gene_z,F10,F10,,-0.7492385757318238,0.5565707286012367,0.18818624610839974,-3.812263821134212
1,mmr_expression_practical_ensemble,0,mmr_effect@150,sample_gene_z,mmr_effect,150,0.5,122,sample_gene_z,LAG3,LAG3,,-0.5322126676460258,0.5826276252110143,0.5135422051103309,-3.812263821134212
